"cruise","station","cast","sample_name","datetime_UTC_start","datetime_UTC_end","latitude_start","longitude_start","latitude_end","longitude_end","depth_bottom","depth_target","depth_TDR","net_max_depth","avg_angle","max_wire_out","wire_rate_out","wire_rate_in","STW_start","SOG_start","STW_end","SOG_end","flowmeter_sn_335","flow_start_335","flow_end_335","tot_flow_counts_335","vol_filtered_335","NOAA_335","DNA_335","flowmeter_sn_150","flow_start_150","flow_end_150","tot_flow_counts_150","vol_filtered_150","morph_ID_150","DNA_150","size_fract_150","taxa_pick_150","size_fract_20","haul_factor_10m2_335","haul_factor_10m2_150","haul_factor_100m3_335","haul_factor_100m3_150","comments","primary_flag","secondary_flag"
"AR66B","L8","20","AR66B_L8_R20",2022-04-24 22:41:00,2022-04-24 22:50:00,40.134111,-70.770087,40.134149,-70.770102,NA,NA,NA,130,NA,130,NA,NA,0.04,0.12,0.03,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,"OOI Pioneer cruise.",3,"Depth recorder (TDR) data not available. Net max depth was calculated based on wire information (cosine law)."
"AR66B","L6","22","AR66B_L6_R22",2022-04-25 21:35:00,2022-04-25 21:43:00,40.361614,-70.876003,40.361614,-70.875987,NA,NA,NA,91,NA,91,NA,NA,0.05,0.25,0.05,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,"OOI Pioneer cruise.",3,"Depth recorder (TDR) data not available. Net max depth was calculated based on wire information (cosine law)."
"EN687","L1","1","EN687_L1_B1",2022-07-29 19:51:25,2022-07-29 19:58:47,41.1835,-70.8713,41.1804,-70.8717,21,15,17,17.13,35,20,10,10,1.26,1.26,1.56,1.56,29913,629690,635308,5618,44.114,"Y","Y",29914,881600,887441,5841,45.865,"Y","Y","Y","Y","Y",3.883,3.735,2.267,2.18,NA,1,NA
"EN687","L2","2","EN687_L2_B2",2022-07-30 03:50:30,2022-07-30 04:08:00,41.0291,-70.8842,41.0211,-70.8843,47,40,40,40.31,30,50,10,10,0.79,0.79,1.99,1.99,29913,635314,651913,16599,130.34,"Y","Y",29914,887442,904435,16993,133.434,"Y","Y","Y","Y","Y",3.093,3.021,0.767,0.749,"Tons of small salps. Used bucket and quart jar to take a 1/10 subsample instead of using splitter. Thalia democratica.",3,"many salps in this cruise."
"EN687","L4","5","EN687_L4_B5",2022-07-30 12:15:54,2022-07-30 12:29:00,40.7065,-70.8874,40.7107,-70.8857,65,60,49,49.75,35,70,10,20,1.81,1.81,1.58,1.58,29913,651913,672856,20943,164.451,"Y","Y",29914,904435,926223,21788,171.086,"Y","Y","Y","Y","Y",3.025,2.908,0.608,0.585,"Salpy but splitable.",1,NA
"EN687","L5","6","EN687_L5_B6",2022-07-30 14:38:00,2022-07-30 14:53:00,40.5201,-70.9002,40.5257,-70.9064,76,70,61,61.23,40,95,10,20,2.16,2.16,1.62,1.62,29913,672856,699562,26706,209.703,"Y","Y",29914,926223,953555,27332,214.619,"Y","Y","Y","Y","Y",2.92,2.853,0.477,0.466,NA,1,NA
"EN687","L10","7","EN687_L10_B7",2022-07-31 07:25:29,2022-07-31 07:55:01,39.9204,-70.9136,39.9264,-70.9346,494,200,160,159.84,45,300,20,20,1.58,1.58,1.46,1.46,29913,699562,763638,64076,503.143,"Y","Y",29914,953555,19552,65996,518.22,"Y","Y","Y","Y","Y",3.177,3.084,0.199,0.193,"Removed 1 jelly from 150um net. Removed and preserved (EtOH) 1/2 from 335 and 2/2 went into NOAA jar. Labels incorrently say 220730 instead of 220731 for date.",1,NA
"EN687","L11","10","EN687_L11_B10",2022-07-31 16:53:19,2022-07-31 17:25:00,39.7841,-70.8922,39.7742,-70.8837,1700,200,268,269.9,50,320,20,20,1.86,1.86,1.19,1.19,29913,763635,814394,50759,398.574,"Y","Y",29914,19552,71999,52447,411.829,"Y","Y","Y","Y","Y",6.772,6.554,0.251,0.243,NA,1,NA
"EN687","L9","13","EN687_L9_B13",2022-08-01 08:26:47,2022-08-01 08:41:09,40.0925,-70.8756,40.0908,-70.8656,150,140,132,132.74,40,185,20,20,1.93,1.93,1.7,1.7,29913,814395,849005,34610,271.768,"Y","Y",29914,72005,107451,35446,278.332,"Y","Y","Y","Y","Y",4.884,4.769,0.368,0.359,"Nothing in 500 or 100 um size classes. Removed 2 jelly from 335 and 1 from 150. See cruise narrative for notes on TDR (2 min. interval).",1,NA
"EN687","L8","16","EN687_L8_B16",2022-08-01 13:59:37,2022-08-01 14:14:45,40.1471,-70.7748,40.1522,-70.7769,134,130,133,133.91,35,160,20,20,1.8,1.8,1.6,1.6,29913,849395,873632,24237,190.316,"Y","Y",29914,72005,132577,60572,245.723,"Y","Y","Y","Y","Y",7.036,5.45,0.525,0.407,"Programmed TDR for every 5 secs. Tow 15 min duration. Hit bottom.",3,"volume sampled calculated based on ship speed and winch wire angle not flowmeter."
"EN687","L6","18","EN687_L6_B18",2022-08-02 03:59:31,2022-08-02 04:13:29,40.3563,-70.8747,40.3499,-70.8772,94,85,77,77.42,35,110,15,15,1.49,1.49,1.55,1.55,29913,873600,901085,27485,215.82,"Y","Y",29914,132587,160624,28037,220.155,"Y","Y","Y","Y","Y",3.587,3.517,0.463,0.454,"Spilled 1/2 of 150, used for SIA and taxa. Flounder/hake larvae, even mix of many taxa.",1,NA
"EN687","L7","21","EN687_L7_B21",2022-08-02 11:35:47,2022-08-02 11:49:18,40.2274,-70.8696,40.2268,-70.8626,126,120,123,123.41,40,140,20,20,1.62,1.62,1.66,1.66,29913,901085,923846,22761,178.726,"Y","Y",29914,160624,183888,23264,182.676,"Y","Y","Y","Y","Y",6.905,6.756,0.56,0.547,"Relatively low biomass.",1,NA
"EN687","L3","22","EN687_L3_B22",2022-08-02 21:42:11,2022-08-02 21:48:29,40.858,-70.8712,40.8552,-70.8697,53,45,39,39.41,35,55,15,15,1.56,1.56,1.56,1.56,29913,923864,938613,14749,115.813,"Y","Y",29914,183685,198843,15158,119.025,"Y","Y","Y","Y","Y",3.403,3.311,0.863,0.84,NA,1,NA
"EN687","MVCO","26","EN687_MVCO_B26",2022-08-03 08:16:33,2022-08-03 08:19:33,41.3169,-70.5769,41.3158,-70.5784,17,12,11.6,11.61,30,15,10,10,1.87,1.87,1.95,1.95,29913,938613,943784,5171,40.604,"Y","Y",29914,198843,203829,4986,39.152,"Y","Y","Y","Y","Y",2.859,2.965,2.463,2.554,NA,1,NA
"EN695","L1","1","EN695_L1_B1",2023-01-11 20:35:44,2023-01-11 20:42:27,41.1951,-70.8842,41.1921,-70.884,21,17,20.8,20.8,30,16,10,10,1.49,1.49,1.98,1.98,29914,209845,214486,4641,36.442,"Y","Y",29913,949381,954144,4763,37.4,"Y","Y","Y","Y","Y",5.708,5.561,2.744,2.674,"Bongo zerod when frame completely submerged.",1,NA
"EN695","L6","2","EN695_L6_B2",2023-01-12 04:04:56,2023-01-12 04:22:00,40.3721,-70.888,40.3633,-70.8835,92,87,92,92,40,100,20,20,1.66,1.66,1.22,1.22,29914,214486,228914,14428,113.293,"Y","Y",29913,954147,968304,14157,111.165,"Y","Y","Y","Y","Y",8.121,8.276,0.883,0.9,"Lost all of 500-200um size fraction.",1,NA
"EN695","L9","3","EN695_L9_B3",2023-01-12 07:33:54,2023-01-12 07:46:12,40.0505,-70.879,40.0459,-70.8802,200,195,176,176,35,225,20,20,1.59,1.59,1.55,1.55,29914,228916,271208,42292,332.089,"Y","Y",29913,968302,8636,40333,316.706,"Y","Y","Y","Y","Y",5.3,5.557,0.301,0.316,"Paused payout at 94m for about 2 min due to being under ship. 225 m payout.",1,NA
"EN695","L10","4","EN695_L10_B4",2023-01-12 10:20:16,2023-01-12 10:35:30,39.944,-70.8826,39.9504,-70.8851,442,200,186,186,35,250,20,20,1.56,1.56,1.53,1.53,29914,271208,314131,42923,337.044,"Y","Y",29913,8636,49198,40562,318.505,"Y","Y","Y","Y","Y",5.519,5.84,0.297,0.314,"Spilled small amount of 335 net when removnig  cod end, <100ml.",1,NA
"EN695","L11","5","EN695_L11_B5",2023-01-12 13:12:01,2023-01-12 13:16:06,39.7849,-70.8826,39.785,-70.8813,1461,200,224,224,50,280,20,20,1.19,1.19,1.5,1.5,29914,314131,356298,42167,331.108,"Y","Y",29913,49198,88062,38864,305.171,"Y","Y","Y","Y","Y",6.765,7.34,0.302,0.328,"Centric diatoms.",1,NA
"EN695","L8","6","EN695_L8_B6",2023-01-12 20:59:57,2023-01-12 21:14:58,40.1513,-70.8692,40.1493,-70.8603,136,140,NA,147.45,35,180,20,20,1.6,1.6,1.76,1.76,29914,356244,381531,25287,198.561,"Y","Y",29913,88047,112871,24824,194.925,"Y","Y","Y","Y","Y",7.426,7.564,0.504,0.513,"No TDR seaStarODI data, not started before cast.",3,"Depth recorder (TDR) data not available. Net max depth was calculated based on wire information (cosine law)."
"EN695","L7","7","EN695_L7_B7",2023-01-12 23:19:52,2023-01-12 23:27:47,40.2592,-70.8735,40.2585,-70.8701,120,115,93,93,30,115,20,20,1.04,1.04,1.22,1.22,29914,381539,404545,23006,180.65,"Y","Y",29913,112917,133459,20542,161.302,"Y","Y","Y","Y","Y",5.148,5.766,0.554,0.62,"Ring net has small hole near cod end, noticed when pulled out net (during retrieval).",1,NA
"EN695","L5","8","EN695_L5_B8",2023-01-13 02:22:47,2023-01-13 02:31:31,40.5128,-70.8842,40.5121,-70.8816,77,72,78,78,40,81,20,20,1.15,1.15,1.56,1.56,29914,404554,418197,13643,107.129,"Y","Y",29913,133484,145733,12249,96.183,"Y","Y","Y","Y","Y",7.281,8.11,0.933,1.04,NA,1,NA
"EN695","L4","9","EN695_L4_B9",2023-01-13 04:44:21,2023-01-13 04:49:13,40.6956,-70.8801,40.6942,-70.8782,60,65,54,54,40,65,20,20,1.94,1.94,1.9,1.9,29914,418065,433826,15761,123.76,"Y","Y",29913,145720,159577,13857,108.809,"Y","Y","Y","Y","Y",4.363,4.963,0.808,0.919,NA,1,NA
"EN695","L3","10","EN695_L3_B10",2023-01-13 07:25:00,2023-01-13 07:29:44,40.8611,-70.8788,40.8597,-70.8779,54,50,48,48,30,52,20,20,1.25,1.25,1.11,1.11,29914,433826,445954,12128,95.233,"Y","Y",29913,159577,169804,10227,80.305,"Y","Y","Y","Y","Y",5.04,5.977,1.05,1.245,NA,1,NA
"EN695","L2","11","EN695_L2_B11",2023-01-13 10:46:29,2023-01-13 10:51:10,41.0144,-70.8823,41.013,-70.8838,47,42,42,42,NA,50,20,20,1.27,1.27,1.63,1.63,29914,445953,458388,12435,97.643,"Y","Y",29913,169804,179369,9565,75.107,"Y","Y","Y","Y","Y",4.301,5.592,1.024,1.331,NA,1,NA
"EN695","MVCO","16","EN695_MVCO_B16",2023-01-14 21:08:06,2023-01-14 21:12:17,41.3056,-70.5833,41.3055,-70.5856,20,20,14,14,40,20,15,15,1.63,1.63,0.95,0.95,29914,458406,463903,5497,43.164,"Y","Y",29913,179355,184425,5070,39.811,"Y","Y","Y","Y","Y",3.243,3.517,2.317,2.512,"During deployment cod end of ring net got tangled around wire, fixed before nets in water.",1,NA
"HRS2303","MVCO","1","HRS2303_MVCO_B1",2023-04-29 11:57:00,2023-04-29 12:01:00,41.320367,-70.579095,41.31909,-70.577403,20,16,12,12.86,30,NA,NA,NA,NA,1.8,NA,1.8,NA,NA,NA,NA,54.124,"Y","Y",29913,192314,197782,5468,42.936,"Y","Y","Y","Y","N",2.376,2.995,1.848,2.329,"Missing flowmeter numbers for 335um net. Fast haul in. White pieces in 335um sample that appear to be pieces from the net itself. TDR collected data every 2 mins instead of every sec.",3,"volume sampled calculated based on ship speed and winch wire angle not flowmeter."
"HRS2303","L1","2","HRS2303_L1_B2",2023-05-02 20:23:00,2023-05-02 20:29:00,41.199542,-70.883868,41.197212,-70.884832,20,18,18.5,18.59,25,NA,NA,NA,NA,1.5,NA,1.3,29914,239782,251570,11788,92.563,"Y","Y",29913,206114,217477,11363,89.226,"Y","Y","Y","Y","Y",2.008,2.083,1.08,1.121,"Flowmeter values suspect. Very windy, saw flowmeters windmilling",1,NA
"HRS2303","L5","3","HRS2303_L5_B3",2023-05-03 04:50:00,2023-05-03 04:58:00,40.514928,-70.88156,40.504672,-70.884727,75,72,73,73.69,15,75,30,20,NA,0.3,NA,1.9,29914,251562,265831,14269,112.044,"Y","Y",29913,217503,231028,13525,106.202,"Y","Y","Y","Y","Y",6.577,6.939,0.893,0.942,"Small fish (possibly sand lance) in 335um.",1,NA
"HRS2303","L7","4","HRS2303_L7_B4",2023-05-03 09:11:49,2023-05-03 09:21:00,40.25838,-70.886968,40.255712,-70.891665,121,115,75,75.81,20,NA,NA,NA,NA,2,NA,2,29914,265826,278157,12331,96.827,"Y","Y",29913,231011,241945,10934,85.857,"Y","Y","Y","Y","Y",7.829,8.83,1.033,1.165,"Big organisms in 150 um sample that did not fit in size fractions vials. TDR didnt record every second.",1,NA
"HRS2303","L8","5","HRS2303_L8_B5",2023-05-03 11:37:20,2023-05-03 11:52:58,40.152095,-70.8803,40.149103,-70.888502,138,133,115,113.75,40,174,30,20,NA,1.5,NA,1.2,29914,278156,307494,29338,230.371,"Y","Y",29913,241948,269931,27983,219.731,"Y","Y","Y","Y","Y",4.938,5.177,0.434,0.455,"Big organisms in 150 um sample that did not fit in size fractions vials. TDR didnt record every second.",1,NA
"HRS2303","L9","6","HRS2303_L9_B6",2023-05-03 14:05:00,2023-05-03 14:21:00,40.047027,-70.881877,40.034065,-70.895923,207,200,182,182.1,55,349,30,20,NA,1.8,NA,1.9,29914,307516,376395,68879,216.496,"Y","Y",29913,269933,335890,65957,216.496,"Y","Y","Y","Y","Y",8.411,8.411,0.462,0.462,NA,3,"volume sampled calculated based on ship speed and winch wire angle not flowmeter."
"HRS2303","L10","7","HRS2303_L10_B7",2023-05-03 19:35:00,2023-05-03 19:55:00,39.94671,-70.883635,39.927017,-70.885992,470,200,146,146.6,25,220,30,20,NA,1,NA,2,29914,376411,419052,42641,334.83,"Y","Y",29913,335876,376551,40675,319.392,"Y","Y","Y","Y","Y",4.378,4.59,0.299,0.313,NA,1,NA
"HRS2303","L11","8","HRS2303_L11_B8",2023-05-04 00:23:59,2023-05-04 00:41:00,39.766827,-70.889727,39.77898,-70.87754,1500,200,115,115.28,25,NA,NA,NA,NA,1.4,NA,1.9,29914,419059,463806,44747,351.366,"Y","Y",29913,376557,419801,43244,339.564,"Y","Y","Y","Y","Y",3.281,3.395,0.285,0.294,"Removed 13 large salps from taxa picking samples. Filled jar with representative sample. 2 myctophids saved on separate small jar.",1,NA
"HRS2303","L6","9","HRS2303_L6_B9",2023-05-04 14:29:18,2023-05-04 14:40:00,40.365737,-70.882988,40.370293,-70.878892,85,80,60,59.13,40,104,30,20,NA,2.5,NA,1.6,29914,463827,489566,25739,202.11,"Y","Y",29913,419798,444127,24329,191.038,"Y","Y","Y","Y","Y",2.926,3.095,0.495,0.523,"TDR did not record every second.",1,NA
"HRS2303","L4","10","HRS2303_L4_B10",2023-05-04 19:16:19,2023-05-04 19:23:00,40.694782,-70.888232,40.694352,-70.89399,60,55,53,53.74,NA,64,30,18,NA,2.5,NA,1.3,29914,489564,496700,7136,56.034,"Y","Y",29913,444122,456648,12526,98.358,"Y","Y","Y","Y","Y",9.591,5.464,1.785,1.017,"The 335 um cod end was tangled around frame upon retrieval. Deployment of nets was normal with both bongo cod ends looking cod so must have gotten tangled underwater.",3,"tangled cod end."
"HRS2303","L3","11","HRS2303_L3_B11",2023-05-04 23:23:36,2023-05-04 23:33:34,40.865677,-70.88375,40.857547,-70.890505,50,50,41,41.77,25,55,30,15,NA,1.6,NA,6.9,29914,496695,508693,11998,94.212,"Y","Y",29913,456667,468397,11730,92.107,"Y","Y","Y","Y","Y",4.434,4.535,1.061,1.086,"Lost 5mL of 150um sample.",1,NA
"HRS2303","L2","12","HRS2303_L2_B12",2023-05-05 02:12:31,2023-05-05 02:17:00,41.029818,-70.883513,41.028042,-70.883852,40,35,38,38.52,25,40,30,12,NA,1.7,NA,1.5,29914,508686,517002,8316,65.3,"Y","Y",29913,468394,476020,7626,59.882,"Y","Y","Y","Y","Y",5.899,6.433,1.531,1.67,NA,1,NA
"EN706","L1","1","EN706_L1_B1",2023-08-07 18:07:32,2023-08-07 18:13:05,41.1975,-70.8675,41.1973,-70.8643,21,16,29,17.66,25,20,20,15,1.52,1.52,1.56,1.56,29914,529212,536947,7735,60.737,"Y","Y",29913,487091,494523,7432,58.358,"Y","Y","Y","Y","Y",2.908,3.026,1.646,1.714,"Small hole near cod end of 350um net. Cricket in sample? Very dark sample. Black pieces in net. TDR edpths need offset, deeper than they should be, deeper than ctd.",1,NA
"EN706","L2","2","EN706_L2_B2",2023-08-08 07:06:30,2023-08-08 07:15:00,41.0281,-70.8737,41.0246,-70.8733,45,40,50,37.05,25,44,15,15,1.23,1.23,1.76,1.76,29914,537101,549001,11900,93.442,"Y","Y",29913,494651,506118,11467,90.042,"Y","Y","Y","Y","Y",3.965,4.115,1.07,1.111,"TDR depths need offset.",1,NA
"EN706","L4","5","EN706_L4_B5",2023-08-08 16:19:50,2023-08-08 16:34:41,40.6858,-70.879,40.6809,-70.8838,66,60,75,63.56,25,66,15,15,2,2,1.87,1.87,29914,549143,569452,20309,159.472,"Y","Y",29913,505348,523492,18144,142.472,"Y","Y","Y","Y","Y",3.986,4.461,0.627,0.702,"Check TDR file. TDR depths need offset.",1,NA
"EN706","L5","6","EN706_L5_B6",2023-08-08 21:21:10,2023-08-08 21:35:10,40.502,-70.8836,40.4964,-70.8856,76,70,90,82.31,35,87,15,15,1.3,1.3,1.59,1.59,29914,580664,600691,20027,157.258,"Y","Y",29913,534601,609321,74720,164.176,"Y","Y","Y","Y","Y",5.234,5.014,0.636,0.609,"TDR depth is wrong (bottom depth max 78m). Redid deployment to get flowmeter values.",3,"volume sampled calculated based on ship speed and winch wire angle not flowmeter."
"EN706","L11","9","EN706_L11_B9",2023-08-09 18:53:18,2023-08-09 19:23:35,39.7763,-70.8818,39.7763,-70.897,1522,200,213,202.05,35,270,15,20,1.42,1.42,1.29,1.29,29914,600701,657272,56571,444.212,"Y","Y",29913,554992,609333,54341,426.701,"Y","Y","Y","Y","Y",4.549,4.735,0.225,0.234,"Ytubing on CTD got disconnected so CTD reading might be wrong. Removed sargassum from sample (small piece). TDR depth need offset. Removed boat pieces/chips from sample. Barely any sample in 100um size fraction SIA.",1,NA
"EN706","L10","10","EN706_L10_B10",2023-08-10 00:55:00,2023-08-10 01:31:00,39.9265,-70.8941,39.9126,-70.9052,450,200,217,205.29,45,311,15,15,1.85,1.85,1.84,1.84,29914,657288,734168,76880,603.684,"Y","Y",29913,609343,683289,73946,580.645,"Y","Y","Y","Y","Y",3.401,3.535,0.166,0.172,"CTD worked went down to 200m. Very salpy sample. Some myctophiids in sample.",1,NA
"EN706","L9","13","EN706_L9_B13",2023-08-10 08:24:56,2023-08-10 08:49:58,40.0442,-70.8897,40.0392,-70.8995,212,200,217,204.69,35,235,20,20,1.42,1.42,1.61,1.61,29914,734154,777035,42881,336.714,"Y","Y",29913,683289,724074,40785,320.256,"Y","Y","Y","Y","Y",6.079,6.392,0.297,0.312,"CTD said depth down to 204m.",1,NA
"EN706","L7","14","EN706_L7_B14",2023-08-10 22:32:54,2023-08-10 22:45:13,40.2561,-70.881,40.2527,-70.8766,122,116,133,120.56,32,134,30,20,1.28,1.28,1.26,1.26,29914,777037,796024,18987,149.091,"Y","Y",29913,724086,743838,19752,155.098,"Y","Y","Y","Y","Y",8.086,7.773,0.671,0.645,"Lots of copepods. Calm conditions. Used CTD realtime data to get as close as possible to bottom. TDR depths need offset.",1,NA
"EN706","L8","15","EN706_L8_B15",2023-08-11 00:43:04,2023-08-11 01:08:31,40.1347,-70.8703,40.1223,-70.8605,139,134,145,132.57,28,184,30,20,0.95,0.95,1.04,1.04,29914,796018,828703,32685,256.652,"Y","N",29913,743836,775195,31359,246.24,"Y","N","Y","Y","Y",5.165,5.384,0.39,0.406,"DNA 335 and 150 um samples got mixed up so no sample for those. Used CTD realtime data for bottom depth but CTD stopped working on the way up. Lobster larvae phylosoma in 335um.",1,NA
"EN706","L6","19","EN706_L6_B19",2023-08-11 09:25:34,2023-08-11 09:38:40,40.3639,-70.8837,40.3639,-70.8921,93,88,100,88.64,40,100,15,15,1.17,1.17,1.44,1.44,29914,828710,854817,26107,205,"Y","Y",29913,775194,796123,20929,164.341,"Y","Y","Y","Y","Y",4.324,5.393,0.488,0.608,"Used CTD realtime data for bottom depth. CTD was left on and still recording data until 20:45 while CTD on deck. TDR depths need offset.",1,NA
"EN706","L3","20","EN706_L3_B20",2023-08-11 21:12:03,2023-08-11 21:23:19,40.8587,-70.8788,40.8558,-70.8853,55,50,62,50.05,50,99,30,17,2.11,2.11,1.65,1.65,29914,854823,883481,28658,225.031,"Y","Y",29913,796117,814869,18752,147.246,"Y","Y","Y","Y","Y",2.224,3.399,0.444,0.679,"Used CTD realtime data went to 50m. TDR depths need offset.",1,NA
"EN706","MVCO","24","EN706_MVCO_B24",2023-08-12 08:38:20,2023-08-12 08:43:35,41.311,-70.5805,41.3092,-70.5793,19,14,29,17.02,45,19,10,8,1.42,1.42,1.57,1.57,29914,883481,896167,12686,99.614,"Y","Y",29913,814860,819235,4375,34.354,"Y","Y","Y","Y","Y",1.709,4.954,1.004,2.911,"Using CTD to look at depth went down to 17m .",1,NA
"AR77","L1","1","AR77_L1_B1",2023-10-11 16:28:57,2023-10-11 16:30:00,41.194,-70.878,41.194,-70.878,17,12,NA,11.26,30,13,14,5,1.39,1.66,1.41,1.38,29914,894280,901397,7117,55.885,"Y","Y",29913,825454,831677,6223,48.865,"Y","Y","Y","Y","Y",2.015,2.304,1.789,2.046,"Net sat at surface from 16:22 to 16:28. TDR did not record depth. 335um cod end spilled 1/6 sample.",3,"Depth recorder (TDR) data not available. Net max depth was calculated based on wire information (cosine law)."
"AR77","L2","2","AR77_L2_B2",2023-10-12 03:06:00,2023-10-12 03:15:00,41.043,-70.885,41.047,-70.886,47,42,37.6,38.35,30,49,30,14,NA,1.34,NA,1.74,29914,925572,931091,5519,43.337,"Y","Y",29913,843360,847418,4058,31.865,"Y","Y","Y","Y","Y",8.849,12.035,2.308,3.138,"Had to deploy bongos twice due to an issue with hydraulics all nets were rinsed prior to 2nd deployment. Upon recovery we found a hole in the 335um net, fixed before next deployments.",1,NA
"AR77","L5","5","AR77_L5_B5",2023-10-12 12:05:46,2023-10-12 12:13:03,40.511,-70.882,40.508,-70.88,78.5,73,65.5,65.54,30,84,30,20,NA,1.18,NA,1.2,29914,931088,945284,14196,111.471,"Y","Y",29913,847410,858721,11311,88.817,"Y","Y","Y","Y","Y",5.88,7.379,0.897,1.126,NA,1,NA
"AR77","L10","6","AR77_L10_B6",2023-10-13 03:27:00,2023-10-13 03:48:00,39.941,-70.885,39.939,-70.881,449,200,213,212.91,25,221,30,20,NA,0.67,NA,0.56,29914,945290,968957,23667,185.84,"Y","Y",29913,858805,881732,22927,180.029,"Y","Y","Y","Y","Y",11.457,11.826,0.538,0.555,"Many salps and large organisms in 150um net, had to remove prior to putting samples in the SIA jars.",1,NA
"AR77","L11","8","AR77_L11_B8",2023-10-13 10:19:21,2023-10-13 10:35:41,39.773,-70.885,39.778,-70.887,1600,200,201.2,201.61,30,231,30,20,NA,1.09,NA,1.07,29914,968960,996049,27089,212.711,"Y","Y",29913,881735,907041,25306,198.71,"Y","Y","Y","Y","Y",9.478,10.146,0.47,0.503,NA,1,NA
"AR77","L6","10","AR77_L6_B10",2023-10-13 20:36:00,2023-10-13 20:45:00,40.363,-70.884,40.364,-70.888,93,88,89.44,84.44,20,97,30,20,NA,1.18,NA,1.42,29914,996050,10119,14068,110.466,"Y","Y",29913,907047,917813,10766,84.538,"Y","Y","Y","Y","Y",7.644,9.988,0.905,1.183,NA,1,NA
"AR77","L9","13","AR77_L9_B13",2023-10-14 02:14:00,2023-10-14 02:40:00,40.029,-70.884,40.034,-70.886,236,200,220,219.91,30,231,30,20,NA,0.62,NA,0.16,29914,10125,35045,24920,195.679,"Y","Y",29913,917868,941198,23330,183.194,"Y","Y","Y","Y","Y",11.238,12.004,0.511,0.546,NA,1,NA
"AR77","L8","16","AR77_L8_B16",2023-10-14 08:13:38,2023-10-14 08:29:45,40.152,-70.886,40.157,-70.887,139,134,137,137.05,35,155,30,20,NA,1.48,NA,1.08,29914,35045,59716,24671,193.724,"Y","Y",29913,941205,964913,23708,186.162,"Y","Y","Y","Y","Y",7.075,7.362,0.516,0.537,"Hit bottom. Sand and shells in cod end. Ring net sample suspect - mostly sand and silt.",3,"hit bottom."
"AR77","L7","17","AR77_L7_B17",2023-10-14 10:34:42,2023-10-14 10:46:27,40.258,-70.884,40.261,-70.887,123,118,121,121.1,30,136,30,20,NA,1.45,NA,0.93,29914,59720,76571,16851,132.319,"Y","Y",29913,964914,980871,15957,125.299,"Y","Y","Y","Y","Y",9.152,9.665,0.756,0.798,"Sand in sample. Hit bottom.",3,"hit bottom."
"AR77","L3","18","AR77_L3_B18",2023-10-14 21:16:00,2023-10-14 21:21:22,40.863,-70.885,40.862,-70.887,55,50,51.25,51.25,25,55,30,18,NA,1.48,NA,1.45,29914,76575,87571,10996,86.344,"Y","Y",29913,980872,988177,7305,57.361,"Y","Y","Y","Y","Y",5.936,8.935,1.158,1.743,"USBL was used on bongo for real time data but no one looked to see if it was working.",1,NA
"AR77","L4","19","AR77_L4_B19",2023-10-14 22:42:00,2023-10-14 22:49:00,40.694,-70.884,40.697,-70.884,67,62,64.5,64.66,NA,70,30,20,NA,1.41,NA,1.13,29914,87566,91805,4239,33.286,"Y","Y",29913,988176,992273,4097,32.171,"Y","Y","Y","Y","Y",19.426,20.099,3.004,3.108,"Got very close to the seafloor. Tried to use the USBL for real time depth but it did not work - too shallow?",1,NA
"AR77","MVCO","35","AR77_MVCO_B35",2023-10-16 09:10:43,2023-10-16 09:17:17,41.325,-70.578,41.327,-70.581,12,6,5.4,6.3,35,7,12,4,NA,2.07,NA,0.3,29914,91804,100379,8575,67.333,"Y","Y",29913,992278,96,7817,61.381,"Y","Y","Y","Y","Y",0.936,1.026,1.485,1.629,"Net sitting at depth from 9:12 to 9:16 winch wire reading not working we brought the net up and recorded TDR depth. TDR depth close enough to target so we counted the tow as good.",1,NA
"EN712","L1","1","EN712_L1_B1",2024-02-09 19:15:27,2024-02-09 19:21:10,41.1914,-70.885,41.1897,-70.8832,22,17,15,15.8,35,20,20,6,1.61,1.61,1.39,1.39,29914,107390,118688,11298,88.715,"Y","Y",29913,6548,7980,1432,83.025,"Y","Y","Y","Y","Y",1.781,1.903,1.127,1.204,"100um size fractions also includes >200 um forgot to pour through sieve before pouring into 100.",3,"volume sampled calculated based on ship speed and winch wire angle not flowmeter."
"EN712","L5","2","EN712_L5_B2",2024-02-10 04:47:02,2024-02-10 05:06:52,40.5101,-70.8823,40.5069,-70.8742,78,73,71,71.42,35,89,30,6,1.75,1.75,1.33,1.33,29914,118716,146202,27486,215.828,"Y","Y",29913,7971,34389,26418,207.442,"Y","Y","Y","Y","Y",3.309,3.443,0.463,0.482,"100um size fractions also includes >200 um forgot to pour through sieve before pouring into 100.",1,NA
"EN712","L6","5","EN712_L6_B5",2024-02-10 10:17:29,2024-02-10 10:30:00,40.3632,-70.8797,40.3605,-70.8775,95,90,90,92.2,35,109,20,18,1.41,1.41,1.41,1.41,29914,NA,NA,NA,NA,"N","N",29913,NA,NA,NA,NA,"N","N","N","N","N",NA,NA,NA,NA,"Hit bottom. Collected a lot of silty sediment, not processed.",3,"hit bottom."
